3216,Bid[1],Passed,
3215,Bid[1],Building Error Message: ,Building Error Message: 
3214,Bid[1],Building Error Message: ,Building Error Message: 
3213,No Bid,Passed,There are no current bids for selected customer.
3212,Bid[1],Passed,
3211,Bid[1],Passed,
3210,Bid[1],Building Error Message: ,Building Error Message: 
3208,Bid[1],Passed,
3207,Bid[1],Passed,
3206,Bid[1],Passed,
3205,Bid[1],Building Error Message: Framed Openings should not have TBD openings.,Building Error Message: Framed Openings should not have TBD openings.
3204,Bid[1],Passed,
3203,Bid[1],Passed,
3202,Bid[1],Passed,
3201,Bid[1],Passed,
3200,Bid[1],Passed,
3199,Bid[1],Passed,
3198,Bid[1],Passed,
3197,Bid[1],Passed,
3196,Bid[1],Passed,
3195,Bid[1],Passed,
3194,Bid[1],Passed,
3193,Bid[1],Passed,
3192,Bid[1],Passed,
3191,Bid[1],Passed,
3190,Bid[1],Passed,
3189,Bid[1],Passed,
3188,Bid[1],Passed,
3187,Bid[1],Passed,
3186,Bid[1],Passed,
3185,Bid[1],Passed,
3184,Bid[1],Passed,
3183,Bid[1],Passed,
3182,Bid[1],Passed,
3181,Bid[1],Passed,
3180,Bid[1],Passed,
3179,Bid[1],Passed,
3178,Bid[1],Passed,
3177,Bid[1],Passed,
3176,Bid[1],Passed,
3175,Bid[1],Passed,
3174,Bid[1],Passed,
3173,Bid[1],Passed,
3172,Bid[1],Passed,
3171,Bid[1],Passed,
3170,Bid[1],Passed,
3169,Bid[1],Passed,
3168,Bid[1],Passed,
3167,Bid[1],Passed,
3166,Bid[1],Passed,
3165,Bid[1],Passed,
3164,Bid[1],Passed,
3163,Bid[1],Passed,
3162,Bid[1],Passed,
3161,Bid[1],Passed,
3160,Bid[1],Passed,
3159,Bid[1],Building Error Message: Mod 1: Roll length exceeds max roll length with provided number of runs for (Roof),Building Error Message: Mod 1: Roll length exceeds max roll length with provided number of runs for (Roof)
3158,Bid[1],Passed,
3157,Bid[1],Passed,
3156,Bid[1],Passed,
3155,Bid[1],Passed,
3154,Bid[1],Passed,
3153,Bid[1],Passed,
3152,Bid[1],Passed,
3151,Bid[1],Passed,
3150,Bid[1],Passed,
3149,Bid[1],Passed,
3148,Bid[1],Passed,
3147,No Bid,Passed,There are no current bids for selected customer.
3146,Bid[1],Passed,
3145,Bid[1],Passed,
3144,Bid[1],Passed,
3143,No Bid,Passed,There are no current bids for selected customer.
3142,Bid[1],Passed,
3141,Bid[1],Building Error Message: ,Building Error Message: 
3140,Bid[1],Passed,
3139,Bid[1],Passed,
3138,Bid[1],Passed,
3137,Bid[1],Passed,
3136,Bid[1],Passed,
3135,Bid[1],Passed,
3134,Bid[1],Building Error Message: ,Building Error Message: 
3133,Bid[1],Passed,
3132,Bid[1],Passed,
3131,Bid[1],Passed,
3130,Bid[1],Passed,
3129,Bid[1],Passed,
3128,Bid[1],Passed,
3127,Bid[1],Passed,
3126,Bid[1],Building Error Message: ,Building Error Message: 
3125,Bid[1],Passed,
3124,No Bid,Passed,There are no current bids for selected customer.
3123,Bid[1],Building Error Message: Additional Wall (Hangar Door) is incomplete.,Building Error Message: Additional Wall (Hangar Door) is incomplete.
3122,Bid[1],Passed,
3121,Bid[1],Passed,
3120,Bid[1],Passed,
3119,Bid[1],Passed,
3118,Bid[1],Passed,
3117,Bid[1],Passed,
3116,Bid[1],Passed,
3115,Bid[1],Building Error Message: ,Building Error Message: 
3114,Bid[1],Passed,
3113,Bid[1],Passed,
3112,Bid[1],Passed,
3111,Bid[1],Passed,
3110,Bid[1],Passed,
3109,Bid[1],Building Error Message: ,Building Error Message: 
3108,Bid[1],Passed,
3107,Bid[1],Passed,
3106,Bid[1],Building Error Message: ,Building Error Message: 
3105,Bid[1],Passed,
3104,Bid[1],Passed,
3103,Bid[1],Passed,
3102,Bid[1],Passed,
3101,Bid[1],Building Error Message: ,Building Error Message: 
3100,Bid[1],Passed,
3099,Bid[1],Passed,
3098,Bid[1],Passed,
3097,Bid[1],Passed,
3096,Bid[1],Passed,
3095,Bid[1],Passed,
3094,Bid[1],Passed,
3093,Bid[1],Passed,
3092,Bid[1],Failed,Failed
3085,Bid[1],Failed,Failed
3084,Bid[1],Failed,Failed
3083,Bid[1],Building Error Message: ,Building Error Message: 
3082,Bid[1],Failed,Failed
3081,Bid[1],Failed,Failed
3080,Bid[1],Failed,Failed
3079,Bid[1],Failed,Failed
3078,Bid[1],Failed,Failed
3077,Bid[1],Failed,Failed
3076,Bid[1],Failed,Failed
3075,Bid[1],Building Error Message: Framed Openings should not have TBD openings.,Building Error Message: Framed Openings should not have TBD openings.
3074,Bid[1],Failed,Failed
3073,Bid[1],Failed,Failed
3072,Bid[1],Failed,Failed
3071,Bid[1],Failed,Failed
3070,Bid[1],Failed,Failed
3069,Bid[1],Failed,Failed
3068,Bid[1],Failed,Failed
3067,Bid[1],Failed,Failed
3066,Bid[1],Failed,Failed
3065,Bid[1],Failed,Failed
3064,Bid[1],Failed,Failed
3063,Bid[1],Failed,Failed
3062,Bid[1],Failed,Failed
3061,Bid[1],Failed,Failed
3060,Bid[1],Failed,Failed
3059,Bid[1],Failed,Failed
3058,Bid[1],Failed,Failed
3057,Bid[1],Failed,Failed
3056,No Bid,Passed,There are no current bids for selected customer.
3055,Bid[1],Failed,Failed
3054,Bid[1],Failed,Failed
3053,Bid[1],Failed,Failed
3052,Bid[1],Failed,Failed
3051,Bid[1],Failed,Failed
3050,Bid[1],Failed,Failed
3049,Bid[1],Failed,Failed
3048,Bid[1],Failed,Failed
3047,Bid[1],Failed,Failed
3046,Bid[1],Failed,Failed
3045,Bid[1],Failed,Failed
3044,Bid[1],Failed,Failed
3043,Bid[1],Failed,Failed
3042,Bid[1],Building Error Message: Framed Openings should not have TBD openings.,Building Error Message: Framed Openings should not have TBD openings.
3041,Bid[1],Failed,Failed
3040,Bid[1],Failed,Failed
3039,Bid[1],Building Error Message: Framed Openings should not have TBD openings.,Building Error Message: Framed Openings should not have TBD openings.
3038,Bid[1],Failed,Failed
3037,Bid[1],Failed,Failed
3036,Bid[1],Failed,Failed
3035,Bid[1],Failed,Failed
3034,Bid[1],Failed,Failed
3033,Bid[1],Failed,Failed
3032,Bid[1],Failed,Failed
3031,Bid[1],Failed,Failed
3030,Bid[1],Failed,Failed
3029,Bid[1],Failed,Failed
3028,Bid[1],Failed,Failed
3027,Bid[1],Building Error Message: Mod 2: Purlin Percentage is required.,Building Error Message: Mod 2: Purlin Percentage is required.
3026,Bid[1],Failed,Failed
3025,Bid[1],Failed,Failed
3024,Bid[1],Passed,
3023,Bid[1],Passed,
3022,Bid[1],Passed,
3021,Bid[1],Passed,
3020,Bid[1],Passed,
3019,Bid[1],Passed,
3018,Bid[1],Passed,
3017,Bid[1],Passed,
3016,No Bid,Passed,There are no current bids for selected customer.
3015,Bid[1],Passed,
3014,Bid[1],Passed,
3013,Bid[1],Passed,
3012,Bid[1],Passed,
3011,Bid[1],Passed,
3010,Bid[1],Building Error Message: ,Building Error Message: 
3009,Bid[1],Passed,
3008,No Bid,Passed,There are no current bids for selected customer.
3007,Bid[1],Passed,
3006,Bid[1],Passed,
3005,Bid[1],Building Error Message: Framed Openings should not have TBD openings.,Building Error Message: Framed Openings should not have TBD openings.
3004,Bid[1],Passed,
3003,Bid[1],Passed,
3002,Bid[1],Passed,
3001,Bid[1],Passed,
3000,Bid[1],Building Error Message: Mod 1: Purlin Type is () which is invalid.,Building Error Message: Mod 1: Purlin Type is () which is invalid.
2999,Bid[1],Building Error Message: ,Building Error Message: 
2998,Bid[1],Building Error Message: ,Building Error Message: 
2997,Bid[1],Building Error Message: ,Building Error Message: 
2996,Bid[1],Passed,
2995,Bid[1],Passed,
2994,Bid[1],Building Error Message: Mod 1: Left Eave Height (Roof) is required.,Building Error Message: Mod 1: Left Eave Height (Roof) is required.
2993,Bid[1],Passed,
2992,Bid[1],Building Error Message: Framed Openings should not have TBD openings.,Building Error Message: Framed Openings should not have TBD openings.
2991,Bid[1],Passed,
2990,Bid[1],Passed,
2989,Bid[1],Building Error Message: ,Building Error Message: 
2988,Bid[1],Passed,
2987,Bid[1],Passed,
2986,Bid[1],Passed,
2985,Bid[1],Passed,
2984,Bid[1],Passed,
2983,Bid[1],Passed,
2982,Bid[1],Passed,
2981,Bid[1],Passed,
2980,Bid[1],Passed,
2979,Bid[1],Passed,
2978,Bid[1],Passed,
2977,Bid[1],Passed,
2976,Bid[1],Passed,
2975,Bid[1],Building Error Message: Framed Openings should not have TBD openings.,Building Error Message: Framed Openings should not have TBD openings.
2974,Bid[1],Passed,
2973,Bid[1],Passed,
2972,Bid[1],Passed,
2971,Bid[1],Passed,
2970,Bid[1],Building Error Message: Mod 2: Framed Opening (Left EW) should not extend outside of wall.,Building Error Message: Mod 2: Framed Opening (Left EW) should not extend outside of wall.
2969,Bid[1],Passed,
2968,Bid[1],Passed,
2967,Bid[1],Passed,
2966,Bid[1],Passed,
2965,Bid[1],Passed,
2964,Bid[1],Passed,
2963,Bid[1],Passed,
2962,Bid[1],Passed,
2961,Bid[1],Passed,
2960,Bid[1],Passed,
2959,Bid[1],Passed,
2958,Bid[1],Passed,
2957,Bid[1],Passed,
2956,Bid[1],Building Error Message: ,Building Error Message: 
2955,Bid[1],Passed,
2954,Bid[1],Passed,
2953,Bid[1],Passed,
