1251,Bid[1],Failed,Failed,
1250,Bid[1],Project Loading Failed,,
1249,Bid[1],Failed,Failed,
1248,Bid[1],Building Error Message: Mod 3: Framed Opening (Left EW) should not extend outside of wall.,Building Error Message: Mod 3: Framed Opening (Left EW) should not extend outside of wall.,
1247,Bid[1],Passed,,
1246,Bid[1],Passed,,
1245,Bid[1],Passed,,
1244,No Bid,Passed,There are no current bids for selected customer.,
1243,Bid[1],Passed,,
1242,Bid[1],Passed,,
1241,Bid[1],Building Error Message: Framed Openings should not have TBD openings.,Building Error Message: Framed Openings should not have TBD openings.,
1240,Bid[1],Passed,,
1239,Bid[1],Passed,,
1238,Bid[1],Passed,,
16.6703094316667,Total Execution Time,Time Taken,1000218,
